catch	ABSTAIN_AVOID_REFRAIN REACH REPRESENT ATTACH ATTRACT_SUCK HEAR_LISTEN AFFECT BURN CATCH_EMBARK HUNT CONTRACT-AN-ILLNESS_INFECT UNDERSTAND LURE_ENTICE REST CATCH REPRIMAND FIND HIT SEE CIRCULATE_SPREAD_DISTRIBUTE WORK DELAY GROUP PERCEIVE
halt	STOP
estancar	STOP
parar	FINISH_CONCLUDE_END STOP OPPOSE_REBEL_DISSENT
brider	DRESS_WEAR STOP
refréner	STOP
circonscrire	STOP
frenar	STOP REDUCE_DIMINISH SLOW-DOWN
freiner	STOP REDUCE_DIMINISH
bloquer	STOP
contrôler	MANAGE STOP
hold_back	STOP ABSTAIN_AVOID_REFRAIN RETAIN_KEEP_SAVE-MONEY WAIT CLOUD_SHADOW_HIDE
entraver	CATCH STOP RESTRAIN COMPLEXIFY
turn_back	STOP MOVE-BACK DRIVE-BACK INVERT_REVERSE RESTORE-TO-PREVIOUS/INITIAL-STATE_UNDO_UNWIND
maîtriser	STOP
contain	REDUCE_DIMINISH STOP CONTAIN INCLUDE-AS
stop	CATCH FINISH_CONCLUDE_END STOP WAIT
retarder	DELAY STOP
juguler	STOP
réprimer	STOP
contener	STOP RESTRAIN DELAY PRECLUDE_FORBID_EXPEL RETAIN_KEEP_SAVE-MONEY CONTAIN TEACH REDUCE_DIMINISH INCLUDE-AS
stopper	CLOSE STOP
retenir	STOP RETAIN_KEEP_SAVE-MONEY ENCLOSE_WRAP HUNT REDUCE_DIMINISH CLOUD_SHADOW_HIDE
contenir	STOP CONTAIN
enrayer	STOP
ralentir	STOP SLOW-DOWN
endiguer	STOP
llegar_a	ACHIEVE REACH BEGIN
triompher	ACHIEVE
arrive	ACHIEVE ARRIVE
make_it	ACHIEVE OVERCOME_SURPASS
get_in	ACHIEVE ARRIVE OBTAIN ENTER
go_far	EXIST-WITH-FEATURE ACHIEVE
atteindre	REACH ARRIVE
arribar	ARRIVE
arriver	CHANGE-APPEARANCE/STATE ARRIVE HAPPEN_OCCUR
arrive_at	ARRIVE
make	REACH CONVERT INCITE_INDUCE CARRY-OUT-ACTION PERFORM COURT TAKE INTERPRET BEHAVE CAUSE-MENTAL-STATE MOUNT_ASSEMBLE_PRODUCE SORT_CLASSIFY_ARRANGE ESTABLISH SEEM GO-FORWARD SCORE EARN CREATE_MATERIALIZE ACHIEVE IMAGINE ENJOY CHANGE-APPEARANCE/STATE CAUSE-SMT EXCRETE RESULT_CONSEQUENCE ARRIVE OBLIGE_FORCE EXIST-WITH-FEATURE COOK CALCULATE_ESTIMATE ORGANIZE ASSIGN-smt-to-smn GROUP GUARANTEE_ENSURE_PROMISE INCLUDE-AS
hit	CAUSE-MENTAL-STATE SCORE REACH ATTACK_BOMB KILL HIT COURT DRINK MEET PERFORM ARRIVE SHOOT_LAUNCH_PROPEL AFFECT
asignarse	ASK_REQUEST
arrogate	ASK_REQUEST STEAL_DEPRIVE
claim	RESULT_CONSEQUENCE ASK_REQUEST AFFIRM
atribuirse	ASK_REQUEST
reivindicar	DECREE_DECLARE ASK_REQUEST
lay_claim	ASK_REQUEST
revendiquer	DECREE_DECLARE ASK_REQUEST
reclamar	ACCUSE SPEAK ASK_REQUEST REQUIRE_NEED_WANT_HOPE
assumer	INTERPRET STEAL_DEPRIVE
usurpar	REPLACE CATCH STEAL_DEPRIVE
usurper	REPLACE STEAL_DEPRIVE
usurp	REPLACE STEAL_DEPRIVE
arse_around	EXIST_LIVE JOKE
loaf	PLAY_SPORT/GAME EXIST_LIVE
bum_about	EXIST_LIVE
loll_around	EXIST_LIVE
waste_one's_time	EXIST_LIVE
haraganear	ABSTAIN_AVOID_REFRAIN EXIST_LIVE STOP
bum	EXIST_LIVE OBTAIN
arse_about	EXIST_LIVE
lounge_about	EXIST_LIVE
lounge_around	EXIST_LIVE
fuck_off	HAVE-SEX EXIST_LIVE LEAVE_DEPART_RUN-AWAY
déconner	EXIST_LIVE JOKE
frig_around	EXIST_LIVE
bum_around	EXIST_LIVE
loll	EXIST_LIVE HANG
horse_around	JOKE
hacer_el_tonto	BEHAVE JOKE
fool	JOKE DECEIVE WASTE
tontear	JOKE
hacer_el_idiota	CAUSE-MENTAL-STATE JOKE
fool_around	HAVE-SEX JOKE
arterialise	CONVERT
arterialize	CONVERT
arterializar	CONVERT
article	OBLIGE_FORCE
articular	MOUNT_ASSEMBLE_PRODUCE MANAGE JOIN_CONNECT SPEAK ORGANIZE EXPLAIN PRONOUNCE
joint	SECURE_FASTEN_TIE SEPARATE_FILTER_DETACH FIT JOIN_CONNECT
articulate	PRONOUNCE EXPLAIN SPEAK JOIN_CONNECT
word	SPEAK
formulate	CREATE_MATERIALIZE MOUNT_ASSEMBLE_PRODUCE SPEAK AMELIORATE
formular	CREATE_MATERIALIZE SPEAK IMAGINE AMELIORATE
formuler	CREATE_MATERIALIZE MOUNT_ASSEMBLE_PRODUCE SPEAK AMELIORATE
give_voice	SPEAK
phrase	SPEAK DIVIDE
enunciate	EXPLAIN PRONOUNCE
enunciar	EXPLAIN
vocalize	PRONOUNCE EXPLAIN SPEAK SING
vocalizar	EXPLAIN PRONOUNCE SING
vocalise	PRONOUNCE EXPLAIN SPEAK SING
pronounce	DECREE_DECLARE PRONOUNCE
sound_out	PRONOUNCE LEARN
pronunciar	SPEAK PRONOUNCE DECREE_DECLARE
prononcer	PRONOUNCE
enounce	PRONOUNCE
ascend	ASSIGN-smt-to-smn PRECEDE RAISE PROMOTE
climb_up	RAISE AMELIORATE
nacer	GROW_PLOW GIVE-BIRTH RAISE
find_out	CALCULATE_ESTIMATE VERIFY KNOW FIND
encontrar	BEGIN CALCULATE_ESTIMATE REACH DECREE_DECLARE FIND BELIEVE OBTAIN MEET ESTABLISH RESULT_CONSEQUENCE
ascertain	CALCULATE_ESTIMATE VERIFY
descubrir	REMOVE_TAKE-AWAY_KIDNAP SHOW REVEAL CALCULATE_ESTIMATE FIND KNOW VERIFY RECOGNIZE_ADMIT_IDENTIFY
find	CALCULATE_ESTIMATE DECREE_DECLARE REACH UNDERGO-EXPERIENCE FIND BELIEVE OBTAIN PERCEIVE
determine	DECIDE_DETERMINE CALCULATE_ESTIMATE DECREE_DECLARE PRECLUDE_FORBID_EXPEL INFLUENCE VERIFY SETTLE_CONCILIATE
determinar	DECIDE_DETERMINE CALCULATE_ESTIMATE DECREE_DECLARE PRECLUDE_FORBID_EXPEL CHARGE INFLUENCE VERIFY GUESS SETTLE_CONCILIATE
see	DECIDE_DETERMINE MANAGE IMAGINE ANALYZE UNDERGO-EXPERIENCE MATCH KNOW ACCOMPANY MEET SEE VISIT VERIFY COURT PERCEIVE UNDERSTAND INTERPRET
ver	DECIDE_DETERMINE WATCH_LOOK-OUT IMAGINE ANALYZE UNDERGO-EXPERIENCE MATCH KNOW VISIT SEE MEET DIRECT_AIM_MANEUVER VERIFY PERCEIVE UNDERSTAND INTERPRET
detectar	VERIFY PERCEIVE FIND
establecer	SHOW IMAGINE PROVE ESTABLISH GROUND_BASE_FOUND CARRY-OUT-ACTION VERIFY STAY_DWELL
averiguar	SEARCH VERIFY ASK_REQUEST KNOW
watch	VERIFY WATCH_LOOK-OUT SEE
esclarecer	EXPLAIN VERIFY
établir	ESTABLISH VERIFY PROVE
insure	VERIFY GUARANTEE_ENSURE_PROMISE PROTECT
control	MANAGE OPERATE KNOW VERIFY REDUCE_DIMINISH
assure	MAKE-RELAX VERIFY GUARANTEE_ENSURE_PROMISE INFORM
ensure	VERIFY GUARANTEE_ENSURE_PROMISE
asegurarse	CARRY-OUT-ACTION VERIFY GUARANTEE_ENSURE_PROMISE
controlar	MANAGE WATCH_LOOK-OUT RESTRAIN ANALYZE SUBJUGATE KNOW OPERATE ORDER VERIFY REDUCE_DIMINISH
see_to_it	VERIFY
attribute	SORT_CLASSIFY_ARRANGE ASCRIBE
impute	ASCRIBE
adscribir	ASCRIBE
ascribe	ASCRIBE
atribuir	ASSIGN-smt-to-smn GIVE_GIFT ASCRIBE
achacar	ASCRIBE
ash	CONVERT
hacer_ceniza	CONVERT
ask	ASK_REQUEST REQUIRE_NEED_WANT_HOPE
require	ORDER REQUIRE_NEED_WANT_HOPE
postulate	SUPPOSE AFFIRM REQUIRE_NEED_WANT_HOPE
necesitar	MISS_OMIT_LACK IMPLY REQUIRE_NEED_WANT_HOPE
demand	SUMMON ASK_REQUEST REQUIRE_NEED_WANT_HOPE
call_for	GROUP ASK_REQUEST REQUIRE_NEED_WANT_HOPE
precisar	DECIDE_DETERMINE REQUIRE_NEED_WANT_HOPE CITE REPRESENT CHANGE-APPEARANCE/STATE OBLIGE_FORCE
preguntar	BEHAVE REQUIRE_NEED_WANT_HOPE ANALYZE ASK_REQUEST THINK
need	REQUIRE_NEED_WANT_HOPE
necessitate	IMPLY REQUIRE_NEED_WANT_HOPE
exigir	IMPLY ASK_REQUEST AFFIRM REQUIRE_NEED_WANT_HOPE
demander	ASK_REQUEST
consultar	SEARCH ASK_REQUEST WARN DISCUSS
interpelar	ASK_REQUEST
cuestionar	ASK_REQUEST FACE_CHALLENGE
interrogar	TRANSMIT FACE_CHALLENGE ANALYZE ASK_REQUEST THINK
questionner	ASK_REQUEST
enquire	ASK_REQUEST ANALYZE THINK
inquirir	SEARCH ASK_REQUEST
interroger	ASK_REQUEST
informarse	ASK_REQUEST
s'enquérir	ASK_REQUEST ANALYZE THINK
inquire	ASK_REQUEST ANALYZE THINK
investigar	SEARCH VERIFY ASK_REQUEST ANALYZE
ask_for	REQUIRE_NEED_WANT_HOPE
buscarse	REQUIRE_NEED_WANT_HOPE
buscar	SEARCH TRY REQUIRE_NEED_WANT_HOPE FIND ASK_REQUEST GROUP COURT GO-FORWARD
invite	AROUSE_WAKE_ENLIVEN ASK_REQUEST HOST_MEAL_INVITE REQUIRE_NEED_WANT_HOPE
ask_for_it	RISK
ask_for_trouble	RISK
hacer_entrar	HOST_MEAL_INVITE
invitar_a_pasar	HOST_MEAL_INVITE
ask_in	HOST_MEAL_INVITE
hacer_pasar	HOST_MEAL_INVITE
ask_out	ASK_REQUEST
invite_out	ASK_REQUEST
sacar_a_pasear	ASK_REQUEST
invitar_a_salir	ASK_REQUEST
take_out	REMOVE_TAKE-AWAY_KIDNAP MISS_OMIT_LACK SHOW BUY CITE EAT_BITE ASK_REQUEST OBTAIN EXTRACT
ask_over	HOST_MEAL_INVITE
convidar	LOAD_PROVIDE_CHARGE_FURNISH ASK_REQUEST HOST_MEAL_INVITE
ask_round	HOST_MEAL_INVITE
smear	ACCUSE DIRTY COVER_SPREAD_SURMOUNT
besmirch	ACCUSE DIRTY
reputación	ACCUSE
asperse	ACCUSE
sully	ACCUSE DIRTY DEBASE_ADULTERATE
smirch	ACCUSE DIRTY
calomnier	ACCUSE
calumniar	ACCUSE OFFEND_DISESTEEM
calumniate	ACCUSE
defame	ACCUSE
slander	ACCUSE
denigrate	ACCUSE DOWNPLAY_HUMILIATE
difamar	ACCUSE OFFEND_DISESTEEM
embrear	PLAY_SPORT/GAME COVER_SPREAD_SURMOUNT
alquitranar	PUT_APPLY_PLACE_PAVE COVER_SPREAD_SURMOUNT
asfaltar	COVER_SPREAD_SURMOUNT
asphalt	COVER_SPREAD_SURMOUNT
reprimir	STOP RESTRAIN REPRIMAND RETAIN_KEEP_SAVE-MONEY KILL PRECLUDE_FORBID_EXPEL SUBJUGATE WEAKEN REDUCE_DIMINISH CLOUD_SHADOW_HIDE
suffocate	CAUSE-MENTAL-STATE STOP HURT_HARM_ACHE KILL WEAKEN
asphyxiate	STOP KILL
stifle	STOP KILL CLOUD_SHADOW_HIDE WEAKEN
choke	CAUSE-MENTAL-STATE STOP HURT_HARM_ACHE KILL FAIL_LOSE PRESS_PUSH_FOLD WEAKEN REDUCE_DIMINISH
sofocar	STOP HURT_HARM_ACHE KILL WEAKEN
asfixiar	STOP HURT_HARM_ACHE KILL PRESS_PUSH_FOLD WEAKEN
estrangular	STOP HURT_HARM_ACHE RESTRAIN KILL PRESS_PUSH_FOLD
atragantarse	KILL
asfixiarse	KILL
ahogarse	HURT_HARM_ACHE KILL
sofocarse	HURT_HARM_ACHE KILL
smother	COVER_SPREAD_SURMOUNT KILL CLOUD_SHADOW_HIDE WEAKEN
asphyxier	KILL
suck_out	ATTRACT_SUCK
aspirate	PRONOUNCE BREATH_BLOW ATTRACT_SUCK
aspirer	PRONOUNCE BREATH_BLOW ATTRACT_SUCK
draw_out	REMOVE_TAKE-AWAY_KIDNAP INCREASE_ENLARGE_MULTIPLY CHANGE-APPEARANCE/STATE SPEAK ATTRACT_SUCK INFER
set_on	ATTACK_BOMB
assail	ATTACK_BOMB CRITICIZE
asaltar	SEARCH STEAL_DEPRIVE ATTACK_BOMB VIOLATE
agredir	BEHAVE ATTACK_BOMB CRITICIZE
assault	ATTACK_BOMB CRITICIZE
violar	ATTACK_BOMB DESTROY VIOLATE
attaquer	ATTACK_BOMB
agresser	ATTACK_BOMB
assaillir	ATTACK_BOMB
violenter	ATTACK_BOMB
snipe	HUNT SHOOT_LAUNCH_PROPEL CRITICIZE
round	DEVELOP_AGE TRAVEL CRITICIZE EMBELLISH ADJUST_CORRECT PRONOUNCE SHAPE
lash_out	CRITICIZE
assassinate	OFFEND_DISESTEEM KILL
asesinar	CHANGE-APPEARANCE/STATE KILL
dishonour	OFFEND_DISESTEEM REFUSE ATTACK_BOMB
forcer	ATTACK_BOMB OBLIGE_FORCE
dishonor	OFFEND_DISESTEEM REFUSE ATTACK_BOMB
violer	ATTACK_BOMB DESTROY VIOLATE
rape	ATTACK_BOMB DESTROY
violate	ATTACK_BOMB DESTROY VIOLATE
prendre_de_force	ATTACK_BOMB
ravish	CAUSE-MENTAL-STATE ATTACK_BOMB
essay	TRY
seek	SEARCH ASK_REQUEST TRY GO-FORWARD
attempt	BEGIN TRY
assay	ANALYZE TRY
ensayar	ANALYZE TRY
probar	TRY UNDERGO-EXPERIENCE PROVE SEEM SIGNAL_INDICATE TASTE
essayer	HURT_HARM_ACHE ANALYZE TRY SEEM
tratar_de	TRY
intentar	PLAN_SCHEDULE BEGIN TRY
aquilatar	ANALYZE
congregarse	GO-FORWARD GROUP ALLY_ASSOCIATE_MARRY MEET
rassembler	GROUP
concentrar	MOUNT_ASSEMBLE_PRODUCE AMASS CHANGE-APPEARANCE/STATE FOCUS MEET GROUP
get_together	GROUP ALLY_ASSOCIATE_MARRY MEET
reunirse	SUMMON GROUP ALLY_ASSOCIATE_MARRY MEET
assemble	MOUNT_ASSEMBLE_PRODUCE GROUP
juntarse	COMBINE_MIX_UNITE ENCLOSE_WRAP ACCOMPANY MEET GROUP GO-FORWARD
tack_together	MOUNT_ASSEMBLE_PRODUCE
piece	MOUNT_ASSEMBLE_PRODUCE COMBINE_MIX_UNITE EAT_BITE JOIN_CONNECT REPAIR_REMEDY
put_together	MOUNT_ASSEMBLE_PRODUCE
fragment	MOUNT_ASSEMBLE_PRODUCE COMBINE_MIX_UNITE EAT_BITE JOIN_CONNECT BREAK_DETERIORATE REPAIR_REMEDY
construir	REMEMBER MOUNT_ASSEMBLE_PRODUCE PAINT ESTABLISH CARRY-OUT-ACTION GROUND_BASE_FOUND INTERPRET
assembler	MOUNT_ASSEMBLE_PRODUCE
ensamblar	MOUNT_ASSEMBLE_PRODUCE AMASS JOIN_CONNECT
se_rassembler	GROUP MEET
forgather	GROUP
foregather	GROUP
se_réunir	GROUP MEET
maintain	HELP_HEAL_CARE_CURE AFFIRM RETAIN_KEEP_SAVE-MONEY RECORD MATCH ARGUE-IN-DEFENSE SPEAK AFFECT PRESERVE
affirmer	AFFIRM
mantener	CAUSE-MENTAL-STATE HELP_HEAL_CARE_CURE AFFIRM RETAIN_KEEP_SAVE-MONEY REMAIN ARGUE-IN-DEFENSE AUTHORIZE_ADMIT SPEAK HOST_MEAL_INVITE HARMONIZE PRESERVE
asseverate	AFFIRM
conservar	HELP_HEAL_CARE_CURE CONTINUE AFFIRM ABSTAIN_AVOID_REFRAIN RETAIN_KEEP_SAVE-MONEY PROTECT REMAIN SPEAK PRESERVE
defender	RESIST FIGHT DECREE_DECLARE PROTECT ARGUE-IN-DEFENSE SPEAK
hacer_valer	DECREE_DECLARE
hacerse_valer	DECREE_DECLARE
insistir	BEHAVE CAUSE-MENTAL-STATE RESIST AFFIRM DELAY
incidir	EMPHASIZE AFFIRM
insist	BEHAVE CAUSE-MENTAL-STATE AFFIRM
imponerse	BEHAVE WIN VIOLATE
assert_oneself	BEHAVE
tax	ACCUSE CALCULATE_ESTIMATE BENEFIT_EXPLOIT CHARGE
assibiler	INSERT PRONOUNCE
assibilate	INSERT PRONOUNCE
asibilar	SPEAK PRONOUNCE
delegar	ASSIGN-smt-to-smn REPLACE
designate	PLAN_SCHEDULE NAME DECREE_DECLARE ASSIGN-smt-to-smn SIGNAL_INDICATE
delegate	ASSIGN-smt-to-smn
depute	ASSIGN-smt-to-smn
assigner	ASSIGN-smt-to-smn
especificar	DECIDE_DETERMINE CITE REPRESENT RECORD ASSIGN-smt-to-smn EXPLAIN OBLIGE_FORCE
set_apart	ASSIGN-smt-to-smn TAKE
destiner	ASSIGN-smt-to-smn PLAN_SCHEDULE
diferenciar	DISTINGUISH_DIFFER CALCULATE_ESTIMATE DIVERSIFY ASSIGN-smt-to-smn UNDERSTAND RECOGNIZE_ADMIT_IDENTIFY
affecter	ASSIGN-smt-to-smn PLAN_SCHEDULE
specify	PLAN_SCHEDULE DECIDE_DETERMINE REPRESENT ASSIGN-smt-to-smn EXPLAIN OBLIGE_FORCE
asimilarse	CO-OPT
embeber	ABSORB DIP_DIVE
wait_on	WORK
ser_útil	WORK
cuidar	MANAGE HELP_HEAL_CARE_CURE WORK ACCOMPANY EMBELLISH
attend_to	WORK FOCUS
consociate	ALLY_ASSOCIATE_MARRY
colliger	CORRELATE
enlazar	CORRELATE ROLL ATTACH WEAVE
lier	CORRELATE JOIN_CONNECT
link_up	CORRELATE JOIN_CONNECT
connect	BEFRIEND CORRELATE HIT JOIN_CONNECT COMMUNICATE_CONTACT
conectar	BEFRIEND CORRELATE JOIN_CONNECT OPERATE COMMUNICATE_CONTACT
emparejar	CORRELATE GROUP MATCH JOIN_CONNECT
unir	EXIST-WITH-FEATURE COMBINE_MIX_UNITE AMASS BEFRIEND CORRELATE SECURE_FASTEN_TIE JOIN_CONNECT ATTACH ORGANIZE
liaison	CORRELATE
asociar	CORRELATE LOAD_PROVIDE_CHARGE_FURNISH JOIN_CONNECT
relate	CORRELATE BEFRIEND SPEAK REFER
associer	CORRELATE
ligar	COMBINE_MIX_UNITE CORRELATE SECURE_FASTEN_TIE JOIN_CONNECT ATTACH ALLY_ASSOCIATE_MARRY
jumeler	CORRELATE
entroncar	CORRELATE SPEAK JOIN_CONNECT
brancher	CORRELATE
colligate	CORRELATE
tie_in	CORRELATE
comunicar	HURT_HARM_ACHE CORRELATE INFORM JOIN_CONNECT KNOW SPEAK EXPLAIN CIRCULATE_SPREAD_DISTRIBUTE
link	CORRELATE JOIN_CONNECT
asonar	MATCH
assonate	MATCH
classify	SORT_CLASSIFY_ARRANGE RESTRAIN
clasificar	SUBJECTIVE-JUDGING SORT_CLASSIFY_ARRANGE RESTRAIN
classer	SORT_CLASSIFY_ARRANGE
classifier	SORT_CLASSIFY_ARRANGE
sort	ANALYZE SORT_CLASSIFY_ARRANGE
trier	SORT_CLASSIFY_ARRANGE SEPARATE_FILTER_DETACH
class	SORT_CLASSIFY_ARRANGE
sort_out	EXPLAIN SORT_CLASSIFY_ARRANGE PUNISH
separar	CUT DISTINGUISH_DIFFER DISBAND_BREAK-UP SEPARATE_FILTER_DETACH BREAK_DETERIORATE SORT_CLASSIFY_ARRANGE LEAVE_DEPART_RUN-AWAY UNFASTEN_UNFOLD TAKE
separate	DISBAND_BREAK-UP SEPARATE_FILTER_DETACH BREAK_DETERIORATE REFUSE SORT_CLASSIFY_ARRANGE RECOGNIZE_ADMIT_IDENTIFY
ponerse	DRESS_WEAR CAUSE-MENTAL-STATE DISAPPEAR CHANGE_SWITCH
get_into	ENTER DRESS_WEAR LEARN OBTAIN PARTICIPATE
wear	EXIST-WITH-FEATURE EXHAUST CONTINUE DRESS_WEAR BREAK_DETERIORATE
llevar	SHOW MANAGE CARRY_TRANSPORT REQUIRE_NEED_WANT_HOPE DRESS_WEAR BURDEN_BEAR INCITE_INDUCE CONTAIN ATTRACT_SUCK TAKE REMOVE_TAKE-AWAY_KIDNAP ACCOMPANY PRESERVE AROUSE_WAKE_ENLIVEN BEGIN BRING MOVE-SOMETHING BUY ACHIEVE CHANGE-APPEARANCE/STATE SHOOT_LAUNCH_PROPEL CIRCULATE_SPREAD_DISTRIBUTE TRANSMIT EXHAUST ENTER POSSESS STABILIZE_SUPPORT-PHYSICALLY
don	DRESS_WEAR
simulate	SIMULATE
hacerse	DEVELOP_AGE BEGIN CHANGE_SWITCH SIMULATE TAKE
take_for_granted	SUPPOSE
presume	BEHAVE IMPLY SUPPOSE
presumir	BEHAVE SHOW BELIEVE SUPPOSE
suponer	SUPPOSE IMPLY INFER BELIEVE GUESS INCLUDE-AS
supposer	BELIEVE SUPPOSE
dar_por_sentado	SUPPOSE
tell	INFORM KNOW SPEAK ORDER RECOGNIZE_ADMIT_IDENTIFY
persuadir	GUARANTEE_ENSURE_PROMISE PERSUADE
convencer	ARGUE-IN-DEFENSE GUARANTEE_ENSURE_PROMISE PERSUADE
secure	LOAD_PROVIDE_CHARGE_FURNISH CLOSE SECURE_FASTEN_TIE OBTAIN GUARANTEE_ENSURE_PROMISE
guarantee	GUARANTEE_ENSURE_PROMISE
avalar	FOLLOW_SUPPORT_SPONSOR_FUND VERIFY GUARANTEE_ENSURE_PROMISE
dar_confianza	MAKE-RELAX
rassurer	GUARANTEE_ENSURE_PROMISE MAKE-RELAX
reassure	GUARANTEE_ENSURE_PROMISE MAKE-RELAX
prometer	CELEBRATE_PARTY GUARANTEE_ENSURE_PROMISE
star	EXIST-WITH-FEATURE PERFORM SIGNAL_INDICATE
asterisk	SIGNAL_INDICATE
astringe	PRESS_PUSH_FOLD
astrogate	MOVE-BY-MEANS-OF FLY
nuke	ATTACK_BOMB COOK
atom-bomb	ATTACK_BOMB
atomizar	WET COVER_SPREAD_SURMOUNT SEPARATE_FILTER_DETACH
atomise	ATTACK_BOMB COVER_SPREAD_SURMOUNT SEPARATE_FILTER_DETACH
atomize	ATTACK_BOMB COVER_SPREAD_SURMOUNT SEPARATE_FILTER_DETACH
pulvériser	BREAK_DETERIORATE COVER_SPREAD_SURMOUNT SEPARATE_FILTER_DETACH DESTROY
atomiser	COVER_SPREAD_SURMOUNT
zap	ATTACK_BOMB COOK KILL HIT
desintegrar	CARRY-OUT-ACTION ATTACK_BOMB SEPARATE_FILTER_DETACH DESTROY
destruir	PLAY_SPORT/GAME STOP DESTROY ATTACK_BOMB CANCEL_ELIMINATE KILL DEFEAT PROVE DISCARD
lanzar_una_ofensiva	ATTACK_BOMB
arrepentirse	REGRET_SORRY
repent	REGRET_SORRY
atrofiarse	BREAK_DETERIORATE
atrofiar	BREAK_DETERIORATE
atrophy	BREAK_DETERIORATE
attach	REMOVE_TAKE-AWAY_KIDNAP ATTACH BEFRIEND
tie	BEFRIEND SCORE COMBINE_MIX_UNITE SECURE_FASTEN_TIE JOIN_CONNECT EMCEE OBLIGE_FORCE
incautarse	REMOVE_TAKE-AWAY_KIDNAP
decomisar	REMOVE_TAKE-AWAY_KIDNAP
impound	REMOVE_TAKE-AWAY_KIDNAP RESTRAIN
confiscate	REMOVE_TAKE-AWAY_KIDNAP
sequester	REMOVE_TAKE-AWAY_KIDNAP CONVERT ISOLATE TAKE STEAL_DEPRIVE
confisquer	REMOVE_TAKE-AWAY_KIDNAP
intervenir	REMOVE_TAKE-AWAY_KIDNAP ALTERNATE HELP_HEAL_CARE_CURE CATCH DECEIVE PARTICIPATE
sujetarse	ATTACH
inhere_in	INCLUDE-AS
ser_inherente	EXIST-WITH-FEATURE INCLUDE-AS
chance_on	FIND
happen_upon	FIND
come_upon	OBTAIN FIND
fall_upon	FIND
come_across	AROUSE_WAKE_ENLIVEN FIND MEET EXPLAIN PERCEIVE
chance_upon	FIND
discover	KNOW REVEAL FIND RECOGNIZE_ADMIT_IDENTIFY
encontrarse	ENDANGER FIND SORT_CLASSIFY_ARRANGE OBTAIN MEET RESULT_CONSEQUENCE
light_upon	FIND
hallar	FIND
tocar_a	FIND
dar_con	MEET DECREE_DECLARE FIND
attaint	OFFEND_DISESTEEM PUNISH
shame	OFFEND_DISESTEEM OBLIGE_FORCE DEFEAT
abochornar	COLOR OFFEND_DISESTEEM OBLIGE_FORCE
disgrace	OFFEND_DISESTEEM DOWNPLAY_HUMILIATE
sentenciar_a_muerte	PUNISH
attemper	ADJUST_CORRECT
undertake	BEGIN FACE_CHALLENGE AGREE_ACCEPT GUARANTEE_ENSURE_PROMISE ALLY_ASSOCIATE_MARRY
ir	EXIST-WITH-FEATURE OVERCOME_SURPASS RESULT_CONSEQUENCE ENTER MOVE-ONESELF GO-FORWARD KILL ORGANIZE MOVE-BY-MEANS-OF ATTEND FIT EMBELLISH LEAVE_DEPART_RUN-AWAY HARMONIZE EXTEND
assister_à	ATTEND
fréquenter	ATTEND
acudir	EXTEND KILL ATTEND LEAVE_DEPART_RUN-AWAY ORGANIZE GO-FORWARD
hacer_acto_de_presencia	ATTEND
go_to	ATTEND
suivre	ATTEND COME-AFTER_FOLLOW-IN-TIME
s'occuper_de	MANAGE
ocuparse_de	MANAGE
encargarse	MANAGE WATCH_LOOK-OUT LEAD_GOVERN AGREE_ACCEPT
take_care	MANAGE WATCH_LOOK-OUT
take_to_heart	FOCUS
fijarse	FOCUS
attenuate	CONVERT WEAKEN
atenuar	DIM MESS CONVERT WEAKEN REDUCE_DIMINISH
rarefy	ADJUST_CORRECT CONVERT REDUCE_DIMINISH
enrarecer	CONVERT DEBASE_ADULTERATE
debilitar	EXHAUST CONVERT CONSUME_SPEND WEAKEN
testificar	DECREE_DECLARE PROVE SEE VERIFY GUARANTEE_ENSURE_PROMISE
attest	VERIFY GUARANTEE_ENSURE_PROMISE PROVE
atestiguar	DECREE_DECLARE UNDERGO-EXPERIENCE SEE VERIFY GUARANTEE_ENSURE_PROMISE
autentificar	VERIFY PROVE
manifest	RECORD APPEAR PROVE
evidence	INFORM PROVE
demonstrate	SHOW PROVE OPPOSE_REBEL_DISSENT
certify	AUTHORIZE_ADMIT DECREE_DECLARE GUARANTEE_ENSURE_PROMISE PROVE
evidenciar	SHOW INFORM PROVE
take_the_stand	GUARANTEE_ENSURE_PROMISE
bear_witness	GUARANTEE_ENSURE_PROMISE PROVE
prestar	PAY LEND THINK PROVE GIVE_GIFT GUARANTEE_ENSURE_PROMISE
testify	GUARANTEE_ENSURE_PROMISE PROVE
dress_up	DRESS_WEAR EMBELLISH
tog_out	EMBELLISH
tog_up	EMBELLISH
ataviarse	EMBELLISH
gussy_up	EMBELLISH
deck_up	EMBELLISH
overdress	DRESS_WEAR EMBELLISH
attire	EMBELLISH
prink	DRESS_WEAR EMBELLISH
fig_out	EMBELLISH
arreglarse	EMBELLISH
trick_out	EMBELLISH
fig_up	EMBELLISH
rig_out	EMBELLISH
deck_out	EMBELLISH
fancy_up	EMBELLISH
trick_up	EMBELLISH
hacerse_ver	BEHAVE
attitudinize	BEHAVE
llamar_la_atención	BEHAVE COURT REPRIMAND FACE_CHALLENGE
attitudinise	BEHAVE
attorn	ASSIGN-smt-to-smn
pull_in	ARRIVE AMASS ATTRACT_SUCK EARN
tirer	SHOOT_LAUNCH_PROPEL ATTRACT_SUCK PULL
draw_in	ROLL PULL ATTRACT_SUCK ARRIVE GO-FORWARD
